Date,Opens at:,ClosesAt:,HighestAt:,LowestAt:,VolumeTraded:,MarketCap:
3/2/2019,3516.14,3521.39,3447.92,3464.01,5043937584,60681847608,
2/2/2019,3484.63,3523.29,3467.57,3521.06,5071623601,61675119055,
1/2/2019,3460.55,3501.95,3431.59,3487.95,5422926707,61088747491,
31/1/2019,3485.41,3504.80,3447.92,3457.79,5831198271,60553903927,
30/1/2019,3443.90,3495.17,3429.39,3486.18,5955112627,61044262622,
29/1/2019,3468.87,3476.07,3400.82,3448.12,5897159493,60371874099,
28/1/2019,3584.28,3586.75,3439.23,3470.45,6908930483,60756570314,
27/1/2019,3604.69,3612.67,3567.25,3583.97,5570752966,62737274093,
26/1/2019,3599.72,3654.93,3593.35,3602.46,5098183235,63054898963,
25/1/2019,3607.39,3612.93,3575.60,3599.77,5265847539,63000985908,
24/1/2019,3584.50,3616.09,3569.09,3600.87,5262869046,63014066012,
23/1/2019,3605.56,3623.07,3565.31,3585.12,5433755649,62731361272,
22/1/2019,3575.08,3620.75,3539.72,3604.58,5313623556,63065139424,
21/1/2019,3600.37,3608.84,3558.54,3576.03,5004347059,62559869612,
20/1/2019,3725.45,3743.39,3583.02,3601.01,5582489560,62990143284,
19/1/2019,3652.38,3758.53,3652.38,3728.57,5955691380,65214103659,
18/1/2019,3677.99,3682.52,3637.08,3657.84,5002961727,63970991867,
17/1/2019,3651.87,3680.14,3621.96,3678.56,5464420383,64327048255,
16/1/2019,3631.51,3685.78,3624.67,3655.01,5394457145,63909348776,
15/1/2019,3704.22,3720.15,3619.95,3630.68,5537192302,63477817959,
14/1/2019,3557.31,3727.84,3552.29,3706.05,5651384490,64789619995,
13/1/2019,3658.87,3674.76,3544.93,3552.95,4681302466,62106461671,
12/1/2019,3686.97,3698.98,3653.81,3661.30,4778170883,63994140882,
11/1/2019,3674.02,3713.88,3653.07,3687.37,5538712865,64443301117,
10/1/2019,4034.41,4064.07,3659.17,3678.92,6874143796,64288932886,
9/1/2019,4031.55,4068.40,4022.66,4035.30,5115905225,70508733459,
8/1/2019,4028.47,4109.02,3996.96,4030.85,5306593305,70422743854,
7/1/2019,4078.59,4092.61,4020.89,4025.25,5228625637,70316305580,
6/1/2019,3836.52,4093.30,3826.51,4076.63,5597027440,71206795853,
5/1/2019,3851.97,3904.90,3836.90,3845.19,5137609824,67157570935,
4/1/2019,3832.04,3865.93,3783.85,3857.72,4847965467,67368333500,
3/1/2019,3931.05,3935.69,3826.22,3836.74,4530215219,66994920903,
2/1/2019,3849.22,3947.98,3817.41,3943.41,5244856836,68849856732,
1/1/2019,3746.71,3850.91,3707.23,3843.52,4324200990,67098634181,
31/12/2018,3866.84,3868.74,3725.87,3742.70,4661840806,65331499158,
30/12/2018,3822.38,3901.91,3797.22,3865.95,4770578575,67475512827,
29/12/2018,3932.49,3963.76,3820.41,3820.41,4991655917,66672244158,
28/12/2018,3653.13,3956.14,3642.63,3923.92,5631554348,68471837969,
27/12/2018,3854.69,3874.42,3645.45,3654.83,5130222366,63768757101,
26/12/2018,3819.67,3893.36,3769.86,3857.30,5326547918,67292819465,
25/12/2018,4081.03,4089.56,3760.02,3815.49,6158207293,66556033172,
24/12/2018,4000.33,4271.79,4000.33,4078.60,7240968501,71137548589,
23/12/2018,4020.99,4085.72,3976.41,3998.98,6151275490,69741217417,
22/12/2018,3898.08,4014.18,3855.74,4014.18,5605823233,69997508295,
21/12/2018,4133.70,4198.43,3850.95,3896.54,7206015706,67937650255,
20/12/2018,3742.20,4191.23,3728.97,4134.44,8927129279,72078243771,
19/12/2018,3706.82,3949.32,3687.23,3745.95,6810689119,65299132785,
18/12/2018,3544.76,3701.35,3487.17,3696.06,5911325473,64422587801,
17/12/2018,3253.12,3597.92,3253.12,3545.86,5409247918,61798926687,
16/12/2018,3236.27,3305.75,3233.82,3252.84,3744248994,56685436644,
15/12/2018,3244.00,3275.38,3191.30,3236.76,3551763561,56400691425,
14/12/2018,3311.75,3329.56,3206.54,3242.48,4372763663,56494379457,
13/12/2018,3487.88,3489.74,3298.13,3313.68,4343372456,57728688216,
12/12/2018,3421.46,3534.23,3413.48,3486.95,4139364829,60741625426,
11/12/2018,3497.55,3513.18,3392.25,3424.59,4696765188,59650201102,
10/12/2018,3612.05,3647.33,3470.14,3502.66,5020968740,61004445982,
9/12/2018,3473.23,3685.31,3469.09,3614.23,4947372847,62942160928,
8/12/2018,3421.91,3506.04,3350.65,3476.11,5305024497,60531278392,
7/12/2018,3512.59,3512.59,3280.23,3419.94,6835615448,59547645578,
6/12/2018,3754.07,3874.97,3521.10,3521.10,5878333109,61303965508,
5/12/2018,3958.89,3969.54,3753.99,3753.99,5302481574,65352496336,
4/12/2018,3886.29,4075.63,3832.75,3956.89,5028069239,68878292608,
3/12/2018,4147.32,4155.98,3840.45,3894.13,5089570994,67779050170,
2/12/2018,4200.73,4301.52,4110.98,4139.88,5262697895,72050487506,
1/12/2018,4024.46,4309.38,3969.71,4214.67,5375314093,73346194969,
30/11/2018,4289.09,4322.98,3942.82,4017.27,6048016717,69904637061,
29/11/2018,4269.00,4413.02,4145.77,4278.85,6503347767,74451016927,
28/11/2018,3822.47,4385.90,3822.47,4257.42,7280280000,74072560088,
27/11/2018,3765.95,3862.96,3661.01,3820.72,5998720000,66468970322,
26/11/2018,4015.07,4107.14,3643.92,3779.13,6476900000,65739289046,
25/11/2018,3880.78,4120.87,3585.06,4009.97,6825640000,69749265801,
24/11/2018,4347.69,4413.09,3795.16,3880.76,4679500000,67495633205,
23/11/2018,4360.70,4396.42,4195.68,4347.11,4871490000,75598851166,
22/11/2018,4611.57,4629.64,4365.64,4365.94,4569370000,75919439809,
21/11/2018,4465.54,4675.73,4343.98,4602.17,6120120000,80020171047,
20/11/2018,4863.93,4951.61,4272.11,4451.87,8428290000,77401044320,
19/11/2018,5620.78,5620.78,4842.91,4871.49,7039560000,84688539692,
18/11/2018,5559.74,5653.61,5559.74,5623.54,4159680000,97753714643,
17/11/2018,5578.58,5578.58,5519.56,5554.33,4303150000,96542098114,
16/11/2018,5645.32,5657.02,5498.94,5575.55,5279320000,96900828780,
15/11/2018,5736.15,5774.82,5358.38,5648.03,7032140000,98151606541,
14/11/2018,6351.24,6371.55,5544.09,5738.35,7398940000,99712077259,
13/11/2018,6373.19,6395.27,6342.67,6359.49,4503800000,110494466204,
12/11/2018,6411.76,6434.21,6360.47,6371.27,4295770000,110689666528,
11/11/2018,6413.63,6423.25,6350.17,6411.27,3939060000,111373453740,
10/11/2018,6386.13,6437.28,6385.31,6409.22,3705320000,111326145314,
9/11/2018,6442.60,6456.46,6373.37,6385.62,4346820000,110905767441,
8/11/2018,6522.27,6536.92,6438.53,6453.72,4665260000,112078367037,
7/11/2018,6468.50,6552.16,6468.31,6530.14,4941260000,113395632955,
6/11/2018,6433.38,6463.55,6408.16,6461.01,4700040000,112095603776,
5/11/2018,6363.62,6480.59,6363.62,6419.66,4174800000,111456211022,
4/11/2018,6365.47,6388.63,6294.57,6376.13,4390020000,110689215104,
3/11/2018,6387.24,6400.07,6342.37,6361.26,3658640000,110421212888,
2/11/2018,6378.92,6396.86,6327.38,6388.44,4234870000,110880236966,
1/11/2018,6318.14,6547.14,6311.83,6377.78,3789400000,110683820788,
31/10/2018,6336.99,6349.16,6316.88,6317.61,4191240000,109627117226,
30/10/2018,6337.04,6364.99,6310.14,6334.27,3781100000,109903543419,
29/10/2018,6492.35,6503.60,6306.99,6332.63,4199910000,109862898081,
28/10/2018,6482.66,6502.28,6447.91,6486.39,3445190000,112518434372,
27/10/2018,6480.84,6507.41,6453.53,6480.38,3393250000,112403001148,
26/10/2018,6468.44,6498.29,6449.61,6474.75,3306050000,112294341019,
25/10/2018,6484.65,6504.65,6447.03,6476.29,3230550000,112309554478,
24/10/2018,6478.89,6521.99,6468.86,6495.84,3424670000,112637293966,
23/10/2018,6472.36,6506.01,6451.27,6475.74,3716150000,112279779884,
22/10/2018,6486.05,6543.80,6462.98,6487.16,3672860000,112465213723,
21/10/2018,6490.09,6556.38,6476.00,6482.35,3253610000,112369106369,
20/10/2018,6460.92,6497.72,6449.00,6489.19,3379130000,112476559221,
19/10/2018,6478.07,6493.68,6445.31,6465.41,3578870000,112052990522,
18/10/2018,6542.33,6567.54,6450.04,6476.71,3924080000,112237252159,
17/10/2018,6590.52,6601.21,6517.45,6544.43,4088420000,113399343801,
16/10/2018,6601.41,6673.59,6571.37,6596.11,4074800000,114283707152,
15/10/2018,6292.64,6965.06,6258.68,6596.54,7370770000,114280022340,
14/10/2018,6288.49,6363.21,6280.15,6290.93,3085320000,108972590373,
13/10/2018,6278.08,6308.51,6259.81,6285.99,3064030000,108878136724,
12/10/2018,6239.25,6328.50,6236.47,6274.58,3783500000,108669526315,
11/10/2018,6586.74,6586.74,6243.74,6256.24,5181640000,108341572839,
10/10/2018,6640.29,6640.29,6538.96,6585.53,3787650000,114030835912,
9/10/2018,6653.08,6661.41,6606.94,6642.64,3580810000,115007759484,
8/10/2018,6600.19,6675.06,6576.04,6652.23,3979460000,115162906843,
7/10/2018,6590.68,6641.49,6557.04,6602.95,3306630000,114298880311,
6/10/2018,6622.45,6628.54,6577.80,6588.31,3259740000,114033598927,
5/10/2018,6574.15,6623.62,6557.41,6622.48,3671500000,114614764674,
4/10/2018,6497.91,6603.31,6497.91,6576.69,3838410000,113811343543,
3/10/2018,6553.86,6571.46,6454.03,6502.59,3887310000,112516993837,
2/10/2018,6593.24,6611.84,6537.90,6556.10,3979260000,113431019760,
1/10/2018,6619.85,6653.30,6549.08,6589.62,4000970000,113999846113,
30/9/2018,6604.71,6643.78,6566.54,6625.56,4002280000,114608519470,
29/9/2018,6643.10,6643.10,6511.65,6601.96,4363690000,114186839964,
28/9/2018,6678.75,6785.03,6598.32,6644.13,5014430000,114903584220,
27/9/2018,6495.29,6712.10,6464.95,6676.75,4606810000,115454861756,
26/9/2018,6452.79,6585.91,6397.89,6495.00,4437300000,112300336125,
25/9/2018,6603.64,6603.64,6381.86,6446.47,4726180000,111450035114,
24/9/2018,6704.77,6713.56,6580.90,6595.41,4177310000,114011060309,
23/9/2018,6715.32,6766.15,6679.42,6710.63,4197500000,115990387532,
22/9/2018,6735.05,6814.56,6616.80,6721.98,4509660000,116173876360,
21/9/2018,6513.87,6794.33,6496.36,6734.95,6531940000,116385068032,
20/9/2018,6398.85,6529.26,6395.95,6519.67,4348110000,112653130183,
19/9/2018,6371.85,6448.46,6208.34,6398.54,4431340000,110547735544,
18/9/2018,6280.91,6384.18,6265.71,6371.30,4180090000,110064685348,
17/9/2018,6514.06,6540.21,6257.52,6281.20,3910780000,108497127334,
